CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
195,IPC,420,1,1
196,IPC,420,1,1
197,IPC,420,1,1
198,IPC,420,1,1
199,IPC,420,1,1
200,IPC,420,1,1
201,IPC,420,1,1
202,IPC,420,1,1
203,IPC,420,1,1
204,IPC,420,1,1
205,IPC,420,1,1
206,IPC,420,1,1
207,IPC,420,1,1
208,IPC,420,1,1
209,IPC,420,1,1
210,IPC,420,1,1
211,IPC,420,1,1
212,IPC,420,1,1
213,IPC,420,1,1
214,IPC,420,1,1
215,IPC,420,1,1
216,IPC,420,1,1
217,IPC,420,1,1
218,IPC,420,1,1
219,IPC,420,1,1
220,IPC,420,1,1
221,IPC,420,1,1
222,IPC,420,1,1
223,IPC,420,1,1
224,IPC,420,1,1
225,IPC,420,1,1
226,IPC,420,1,1
227,IPC,420,1,1
228,IPC,420,1,1
229,IPC,420,1,1
230,IPC,420,1,1
231,IPC,420,1,1
232,IPC,420,1,1
233,IPC,420,1,1
234,IPC,420,1,1
235,IPC,420,1,1
236,IPC,420,1,1
237,IPC,420,1,1
238,IPC,420,1,1
239,IPC,420,1,1
240,IPC,420,1,1
241,IPC,420,1,1
242,IPC,420,1,1
243,IPC,420,1,1
244,IPC,420,1,1
245,IPC,420,1,1
246,IPC,420,1,1
247,IPC,420,1,1
248,IPC,420,1,1
249,IPC,420,1,1
250,IPC,420,1,1
251,IPC,420,1,1
252,IPC,420,1,1
253,IPC,420,1,1
254,IPC,420,1,1
255,IPC,420,1,1
256,IPC,420,1,1
257,IPC,420,1,1
258,IPC,420,1,1
259,IPC,420,1,1
260,IPC,420,1,1
261,IPC,420,1,1
262,IPC,420,1,1
263,IPC,420,1,1
264,IPC,420,1,1
265,IPC,420,1,1
266,IPC,420,1,1
267,IPC,420,1,1
268,IPC,420,1,1
269,IPC,420,1,1
270,IPC,420,1,1
271,IPC,420,1,1
272,IPC,420,1,1
273,IPC,420,1,1
274,IPC,420,1,1
275,IPC,420,1,1
276,IPC,420,1,1
277,IPC,420,1,1
278,IPC,420,1,1
279,IPC,420,1,1
280,IPC,420,1,1
281,IPC,420,1,1
282,IPC,420,1,1
283,IPC,420,1,1
284,IPC,420,1,1
285,IPC,420,1,1
286,IPC,420,1,1
287,IPC,420,1,1
288,IPC,420,1,1
289,IPC,420,1,1
290,IPC,420,1,1
291,IPC,420,1,1
292,IPC,420,1,1
293,IPC,420,1,1
294,IPC,420,1,1
295,IPC,420,1,1
296,IPC,420,1,1
297,IPC,420,1,1
298,IPC,420,1,1
299,IPC,420,1,1
300,IPC,420,1,1
301,NDPS,22,1,1
301,NDPS,21,2,2
302,NDPS,29,1,1
302,NDPS,21,2,2
302,NDPS,20,3,3
303,NDPS,22,1,1
303,NDPS,29,2,2
303,NDPS,21,3,3
304,NDPS,21,1,1
305,NDPS,20,1,1
305,NDPS,21,2,2
306,NDPS,22,1,1
306,NDPS,29,2,2
307,NDPS,20,1,1
307,NDPS,29,2,2
308,NDPS,22,1,1
308,NDPS,29,2,2
309,NDPS,21,1,1
309,NDPS,22,2,2
309,NDPS,29,3,3
310,NDPS,29,1,1
310,NDPS,21,2,2
311,NDPS,21,1,1
311,NDPS,20,2,2
312,NDPS,21,1,1
312,NDPS,22,2,2
312,NDPS,20,3,3
313,NDPS,20,1,1
313,NDPS,29,2,2
313,NDPS,22,3,3
314,NDPS,29,1,1
314,NDPS,20,2,2
314,NDPS,21,3,3
315,NDPS,29,1,1
315,NDPS,21,2,2
316,NDPS,29,1,1
316,NDPS,20,2,2
316,NDPS,21,3,3
317,NDPS,22,1,1
318,NDPS,20,1,1
318,NDPS,29,2,2
318,NDPS,21,3,3
319,NDPS,20,1,1
320,NDPS,22,1,1
320,NDPS,20,2,2
321,NDPS,20,1,1
321,NDPS,21,2,2
321,NDPS,29,3,3
322,NDPS,21,1,1
323,NDPS,21,1,1
323,NDPS,22,2,2
324,NDPS,20,1,1
324,NDPS,29,2,2
325,NDPS,29,1,1
325,NDPS,21,2,2
325,NDPS,22,3,3
326,NDPS,29,1,1
326,NDPS,22,2,2
327,NDPS,29,1,1
327,NDPS,21,2,2
327,NDPS,22,3,3
328,NDPS,29,1,1
328,NDPS,21,2,2
329,NDPS,29,1,1
329,NDPS,22,2,2
330,NDPS,22,1,1
330,NDPS,21,2,2
331,NDPS,20,1,1
332,NDPS,21,1,1
332,NDPS,22,2,2
332,NDPS,29,3,3
333,NDPS,22,1,1
334,NDPS,20,1,1
334,NDPS,22,2,2
334,NDPS,29,3,3
335,NDPS,20,1,1
336,NDPS,22,1,1
336,NDPS,20,2,2
337,NDPS,21,1,1
338,NDPS,21,1,1
339,NDPS,29,1,1
339,NDPS,21,2,2
339,NDPS,22,3,3
340,NDPS,20,1,1
340,NDPS,21,2,2
341,NDPS,21,1,1
341,NDPS,22,2,2
342,NDPS,21,1,1
343,NDPS,29,1,1
343,NDPS,21,2,2
344,NDPS,22,1,1
344,NDPS,29,2,2
345,NDPS,29,1,1
346,NDPS,21,1,1
347,NDPS,22,1,1
347,NDPS,21,2,2
348,NDPS,20,1,1
348,NDPS,22,2,2
348,NDPS,21,3,3
349,NDPS,29,1,1
350,NDPS,21,1,1
350,NDPS,20,2,2
350,NDPS,29,3,3
351,NDPS,21,1,1
351,NDPS,20,2,2
352,NDPS,20,1,1
353,NDPS,29,1,1
353,NDPS,21,2,2
353,NDPS,22,3,3
354,NDPS,29,1,1
355,NDPS,22,1,1
355,NDPS,20,2,2
355,NDPS,29,3,3
356,NDPS,29,1,1
357,NDPS,29,1,1
358,NDPS,20,1,1
359,NDPS,20,1,1
360,NDPS,20,1,1
361,NDPS,29,1,1
362,NDPS,20,1,1
362,NDPS,29,2,2
363,NDPS,22,1,1
363,NDPS,29,2,2
364,NDPS,22,1,1
364,NDPS,29,2,2
364,NDPS,21,3,3
365,NDPS,29,1,1
365,NDPS,20,2,2
365,NDPS,22,3,3
366,NDPS,22,1,1
366,NDPS,21,2,2
367,NDPS,21,1,1
367,NDPS,29,2,2
368,NDPS,20,1,1
368,NDPS,29,2,2
368,NDPS,21,3,3
369,NDPS,20,1,1
369,NDPS,22,2,2
370,NDPS,21,1,1
370,NDPS,20,2,2
370,NDPS,22,3,3
371,NDPS,20,1,1
371,NDPS,29,2,2
371,NDPS,21,3,3
372,NDPS,29,1,1
372,NDPS,22,2,2
373,NDPS,21,1,1
373,NDPS,20,2,2
373,NDPS,29,3,3
374,NDPS,21,1,1
374,NDPS,22,2,2
374,NDPS,29,3,3
375,NDPS,22,1,1
375,NDPS,20,2,2
376,NDPS,29,1,1
376,NDPS,21,2,2
376,NDPS,20,3,3
377,NDPS,22,1,1
377,NDPS,21,2,2
378,NDPS,20,1,1
378,NDPS,22,2,2
379,NDPS,20,1,1
379,NDPS,22,2,2
380,NDPS,20,1,1
380,NDPS,21,2,2
380,NDPS,29,3,3
381,NDPS,21,1,1
382,NDPS,29,1,1
382,NDPS,21,2,2
383,NDPS,22,1,1
384,NDPS,29,1,1
384,NDPS,20,2,2
384,NDPS,22,3,3
385,NDPS,20,1,1
385,NDPS,29,2,2
386,NDPS,21,1,1
387,NDPS,29,1,1
387,NDPS,20,2,2
387,NDPS,22,3,3
388,NDPS,21,1,1
388,NDPS,22,2,2
388,NDPS,20,3,3
389,NDPS,29,1,1
389,NDPS,20,2,2
389,NDPS,22,3,3
390,NDPS,29,1,1
390,NDPS,20,2,2
391,NDPS,20,1,1
391,NDPS,22,2,2
392,NDPS,20,1,1
393,NDPS,29,1,1
393,NDPS,20,2,2
393,NDPS,22,3,3
394,NDPS,20,1,1
394,NDPS,29,2,2
394,NDPS,22,3,3
395,NDPS,22,1,1
395,NDPS,29,2,2
396,NDPS,22,1,1
396,NDPS,21,2,2
396,NDPS,29,3,3
397,NDPS,20,1,1
397,NDPS,21,2,2
398,NDPS,21,1,1
398,NDPS,22,2,2
399,NDPS,21,1,1
399,NDPS,22,2,2
399,NDPS,29,3,3
400,NDPS,20,1,1
400,NDPS,22,2,2
400,NDPS,29,3,3
401,NDPS,22,1,1
401,NDPS,21,2,2
401,NDPS,29,3,3
402,NDPS,21,1,1
402,NDPS,22,2,2
403,NDPS,29,1,1
403,NDPS,20,2,2
403,NDPS,21,3,3
404,NDPS,22,1,1
404,NDPS,20,2,2
405,NDPS,29,1,1
405,NDPS,22,2,2
406,NDPS,21,1,1
406,NDPS,22,2,2
407,NDPS,20,1,1
407,NDPS,22,2,2
407,NDPS,21,3,3
408,NDPS,29,1,1
408,NDPS,21,2,2
408,NDPS,20,3,3
409,NDPS,29,1,1
409,NDPS,21,2,2
409,NDPS,22,3,3
410,NDPS,22,1,1
410,NDPS,20,2,2
411,NDPS,22,1,1
411,NDPS,29,2,2
412,NDPS,21,1,1
412,NDPS,20,2,2
412,NDPS,29,3,3
413,NDPS,21,1,1
413,NDPS,29,2,2
414,NDPS,20,1,1
414,NDPS,21,2,2
415,NDPS,21,1,1
415,NDPS,22,2,2
416,NDPS,22,1,1
417,NDPS,20,1,1
417,NDPS,22,2,2
418,NDPS,21,1,1
418,NDPS,22,2,2
419,NDPS,21,1,1
419,NDPS,29,2,2
420,NDPS,22,1,1
420,NDPS,29,2,2
421,NDPS,21,1,1
421,NDPS,22,2,2
422,NDPS,21,1,1
422,NDPS,22,2,2
423,NDPS,21,1,1
424,NDPS,21,1,1
424,NDPS,22,2,2
425,NDPS,22,1,1
426,NDPS,20,1,1
427,NDPS,20,1,1
427,NDPS,22,2,2
427,NDPS,21,3,3
428,NDPS,29,1,1
428,NDPS,20,2,2
428,NDPS,22,3,3
429,NDPS,22,1,1
429,NDPS,20,2,2
430,NDPS,22,1,1
430,NDPS,21,2,2
430,NDPS,29,3,3
431,NDPS,21,1,1
431,NDPS,20,2,2
431,NDPS,29,3,3
432,NDPS,20,1,1
432,NDPS,29,2,2
432,NDPS,22,3,3
433,NDPS,22,1,1
433,NDPS,21,2,2
434,NDPS,22,1,1
434,NDPS,21,2,2
434,NDPS,20,3,3
435,NDPS,22,1,1
436,NDPS,22,1,1
436,NDPS,21,2,2
437,NDPS,21,1,1
437,NDPS,22,2,2
438,NDPS,21,1,1
438,NDPS,20,2,2
438,NDPS,29,3,3
439,NDPS,29,1,1
439,NDPS,21,2,2
439,NDPS,22,3,3
440,NDPS,21,1,1
441,NDPS,20,1,1
441,NDPS,29,2,2
442,NDPS,20,1,1
442,NDPS,22,2,2
443,NDPS,29,1,1
443,NDPS,22,2,2
444,NDPS,22,1,1
445,NDPS,22,1,1
445,NDPS,21,2,2
445,NDPS,20,3,3
446,NDPS,20,1,1
447,NDPS,21,1,1
448,NDPS,22,1,1
449,NDPS,21,1,1
449,NDPS,29,2,2
449,NDPS,20,3,3
450,NDPS,29,1,1
451,IPC,392,1,1
451,IPC,395,2,2
452,IPC,395,1,1
452,IPC,392,2,2
453,IPC,395,1,1
453,IPC,392,2,2
454,IPC,392,1,1
454,IPC,395,2,2
455,IPC,392,1,1
455,IPC,395,2,2
456,IPC,392,1,1
457,IPC,392,1,1
457,IPC,395,2,2
458,IPC,395,1,1
458,IPC,392,2,2
459,IPC,395,1,1
459,IPC,392,2,2
460,IPC,392,1,1
461,IPC,395,1,1
461,IPC,392,2,2
462,IPC,392,1,1
462,IPC,395,2,2
463,IPC,395,1,1
463,IPC,392,2,2
464,IPC,392,1,1
465,IPC,392,1,1
465,IPC,395,2,2
466,IPC,395,1,1
466,IPC,392,2,2
467,IPC,395,1,1
467,IPC,392,2,2
468,IPC,395,1,1
468,IPC,392,2,2
469,IPC,392,1,1
469,IPC,395,2,2
470,IPC,392,1,1
470,IPC,395,2,2
471,IPC,392,1,1
471,IPC,395,2,2
472,IPC,392,1,1
473,IPC,395,1,1
473,IPC,392,2,2
474,IPC,395,1,1
474,IPC,392,2,2
475,IPC,395,1,1
476,IPC,395,1,1
476,IPC,392,2,2
477,IPC,392,1,1
477,IPC,395,2,2
478,IPC,392,1,1
478,IPC,395,2,2
479,IPC,392,1,1
479,IPC,395,2,2
480,IPC,392,1,1
480,IPC,395,2,2
481,IPC,392,1,1
482,IPC,395,1,1
482,IPC,392,2,2
483,IPC,392,1,1
483,IPC,395,2,2
484,IPC,395,1,1
484,IPC,392,2,2
485,IPC,395,1,1
485,IPC,392,2,2
486,IPC,392,1,1
486,IPC,395,2,2
487,IPC,395,1,1
488,IPC,395,1,1
488,IPC,392,2,2
489,IPC,395,1,1
489,IPC,392,2,2
490,IPC,395,1,1
490,IPC,392,2,2
491,IPC,392,1,1
492,IPC,392,1,1
493,IPC,395,1,1
493,IPC,392,2,2
494,IPC,395,1,1
494,IPC,392,2,2
495,IPC,395,1,1
495,IPC,392,2,2
496,IPC,395,1,1
496,IPC,392,2,2
497,IPC,392,1,1
497,IPC,395,2,2
498,IPC,395,1,1
498,IPC,392,2,2
499,IPC,395,1,1
499,IPC,392,2,2
500,IPC,395,1,1
500,IPC,392,2,2
501,IPC,392,1,1
501,IPC,395,2,2
502,IPC,395,1,1
502,IPC,392,2,2
503,IPC,392,1,1
503,IPC,395,2,2
504,IPC,395,1,1
505,IPC,395,1,1
505,IPC,392,2,2
506,IPC,392,1,1
506,IPC,395,2,2
507,IPC,395,1,1
507,IPC,392,2,2
508,IPC,395,1,1
508,IPC,392,2,2
509,IPC,395,1,1
509,IPC,392,2,2
510,IPC,395,1,1
511,IPC,395,1,1
511,IPC,392,2,2
512,IPC,395,1,1
512,IPC,392,2,2
513,IPC,392,1,1
513,IPC,395,2,2
514,IPC,395,1,1
514,IPC,392,2,2
515,IPC,392,1,1
516,IPC,392,1,1
516,IPC,395,2,2
517,IPC,395,1,1
518,IPC,395,1,1
518,IPC,392,2,2
519,IPC,395,1,1
519,IPC,392,2,2
520,IPC,395,1,1
520,IPC,392,2,2
521,IPC,392,1,1
522,IPC,395,1,1
522,IPC,392,2,2
523,IPC,395,1,1
524,IPC,392,1,1
524,IPC,395,2,2
525,IPC,392,1,1
525,IPC,395,2,2
526,IPC,395,1,1
526,IPC,392,2,2
527,IPC,392,1,1
527,IPC,395,2,2
528,IPC,392,1,1
528,IPC,395,2,2
529,IPC,392,1,1
529,IPC,395,2,2
530,IPC,395,1,1
531,IPC,392,1,1
531,IPC,395,2,2
532,IPC,395,1,1
532,IPC,392,2,2
533,IPC,392,1,1
533,IPC,395,2,2
534,IPC,392,1,1
534,IPC,395,2,2
535,IPC,392,1,1
535,IPC,395,2,2
536,IPC,395,1,1
536,IPC,392,2,2
537,IPC,392,1,1
537,IPC,395,2,2
538,IPC,395,1,1
538,IPC,392,2,2
539,IPC,392,1,1
539,IPC,395,2,2
540,IPC,395,1,1
541,IPC,395,1,1
541,IPC,392,2,2
542,IPC,395,1,1
543,IPC,392,1,1
543,IPC,395,2,2
544,IPC,392,1,1
544,IPC,395,2,2
545,IPC,392,1,1
545,IPC,395,2,2
546,IPC,395,1,1
546,IPC,392,2,2
547,IPC,395,1,1
547,IPC,392,2,2
548,IPC,395,1,1
548,IPC,392,2,2
549,IPC,392,1,1
550,IPC,395,1,1
550,IPC,392,2,2
551,IPC,392,1,1
551,IPC,395,2,2
552,IPC,395,1,1
553,IPC,392,1,1
554,IPC,395,1,1
554,IPC,392,2,2
555,IPC,392,1,1
556,IPC,392,1,1
556,IPC,395,2,2
557,IPC,392,1,1
558,IPC,395,1,1
558,IPC,392,2,2
559,IPC,392,1,1
560,IPC,395,1,1
561,IPC,395,1,1
562,IPC,395,1,1
563,IPC,395,1,1
564,IPC,395,1,1
565,IPC,395,1,1
565,IPC,392,2,2
566,IPC,392,1,1
567,IPC,395,1,1
568,IPC,392,1,1
568,IPC,395,2,2
569,IPC,395,1,1
569,IPC,392,2,2
570,IPC,392,1,1
570,IPC,395,2,2
571,IPC,392,1,1
572,IPC,392,1,1
572,IPC,395,2,2
573,IPC,395,1,1
573,IPC,392,2,2
574,IPC,392,1,1
574,IPC,395,2,2
575,IPC,392,1,1
575,IPC,395,2,2
576,IPC,392,1,1
577,IPC,392,1,1
577,IPC,395,2,2
578,IPC,395,1,1
578,IPC,392,2,2
579,IPC,392,1,1
579,IPC,395,2,2
580,IPC,395,1,1
581,IPC,392,1,1
582,IPC,395,1,1
582,IPC,392,2,2
583,IPC,392,1,1
584,IPC,395,1,1
585,IPC,392,1,1
585,IPC,395,2,2
586,IPC,395,1,1
586,IPC,392,2,2
587,IPC,392,1,1
587,IPC,395,2,2
588,IPC,395,1,1
589,IPC,392,1,1
589,IPC,395,2,2
590,IPC,395,1,1
591,IPC,392,1,1
592,IPC,392,1,1
592,IPC,395,2,2
593,IPC,395,1,1
594,IPC,395,1,1
595,IPC,395,1,1
595,IPC,392,2,2
596,IPC,392,1,1
596,IPC,395,2,2
597,IPC,395,1,1
597,IPC,392,2,2
